,KEY,EXPIRY_DT,SCRIP_CODE,OI4,CLOSE4,NET_CHG_IN_VAL4,AVG_PRICE4,OI5,CLOSE5,CHG_IN_OI5,NET_CHG_IN_VAL5,NEW_NET_VAL5,AVG_PRICE5
5267,MRPL_31-May-2018_125.0_PE,31-May-2018,79614.0,4500.0,16.6,0.0,0.0,4500.0,16.6,0.0,0.0,0.0,0.0
5268,MRPL_31-May-2018_127.5_CE,31-May-2018,79615.0,0.0,6.05,0.0,,0.0,6.05,0.0,0.0,0.0,
5269,MRPL_31-May-2018_127.5_PE,31-May-2018,79616.0,0.0,15.4,0.0,,0.0,15.4,0.0,0.0,0.0,
5270,MRPL_31-May-2018_130.0_CE,31-May-2018,79617.0,0.0,5.35,0.0,,0.0,5.35,0.0,0.0,0.0,
5271,MRPL_31-May-2018_130.0_PE,31-May-2018,79618.0,0.0,17.15,0.0,,0.0,17.15,0.0,0.0,0.0,
5272,MRPL_31-May-2018_132.5_CE,31-May-2018,79619.0,0.0,4.65,0.0,,0.0,4.65,0.0,0.0,0.0,
5273,MRPL_31-May-2018_132.5_PE,31-May-2018,79620.0,0.0,18.95,0.0,,0.0,18.95,0.0,0.0,0.0,
5274,MRPL_31-May-2018_135.0_CE,31-May-2018,79621.0,0.0,4.1,0.0,,0.0,4.1,0.0,0.0,0.0,
5275,MRPL_31-May-2018_135.0_PE,31-May-2018,79622.0,0.0,20.8,0.0,,0.0,20.8,0.0,0.0,0.0,
5276,MRPL_31-May-2018_137.5_CE,31-May-2018,79623.0,0.0,3.55,0.0,,0.0,3.55,0.0,0.0,0.0,
5277,MRPL_31-May-2018_137.5_PE,31-May-2018,79624.0,0.0,22.7,0.0,,0.0,22.7,0.0,0.0,0.0,
5278,MRPL_31-May-2018_140.0_CE,31-May-2018,79625.0,0.0,3.1,0.0,,0.0,3.1,0.0,0.0,0.0,
5279,MRPL_31-May-2018_140.0_PE,31-May-2018,79626.0,0.0,24.7,0.0,,0.0,24.7,0.0,0.0,0.0,
5280,MRPL_31-May-2018_142.5_CE,31-May-2018,79627.0,0.0,2.7,0.0,,0.0,2.7,0.0,0.0,0.0,
5281,MRPL_31-May-2018_142.5_PE,31-May-2018,79628.0,0.0,26.75,0.0,,0.0,26.75,0.0,0.0,0.0,
5282,MRPL_31-May-2018_145.0_CE,31-May-2018,79675.0,0.0,2.35,0.0,,0.0,2.35,0.0,0.0,0.0,
5283,MRPL_31-May-2018_145.0_PE,31-May-2018,79676.0,0.0,28.85,0.0,,0.0,28.85,0.0,0.0,0.0,
5284,MRPL_31-May-2018_147.5_CE,31-May-2018,79677.0,0.0,2.0,0.0,,0.0,2.0,0.0,0.0,0.0,
5285,MRPL_31-May-2018_147.5_PE,31-May-2018,79678.0,0.0,30.95,0.0,,0.0,30.95,0.0,0.0,0.0,
5286,MRPL_31-May-2018_150.0_CE,31-May-2018,79679.0,0.0,1.75,0.0,,0.0,1.75,0.0,0.0,0.0,
5287,MRPL_31-May-2018_150.0_PE,31-May-2018,79680.0,0.0,33.15,0.0,,0.0,33.15,0.0,0.0,0.0,
5288,MRPL_31-May-2018_152.5_CE,31-May-2018,79796.0,0.0,1.5,0.0,,0.0,1.5,0.0,0.0,0.0,
5289,MRPL_31-May-2018_152.5_PE,31-May-2018,79797.0,0.0,35.35,0.0,,0.0,35.35,0.0,0.0,0.0,
5290,MRPL_31-May-2018_97.5_PE,31-May-2018,79459.0,0.0,2.2,0.0,,0.0,2.2,0.0,0.0,0.0,
5291,MRPL_31-May-2018_100.0_CE,31-May-2018,79460.0,31500.0,6.9,0.0,0.0,31500.0,6.9,0.0,0.0,0.0,0.0
5292,MRPL_31-May-2018_100.0_PE,31-05-2018,79461.0,171000.0,1.1,0.0,0.02894736842105263,171000.0,1.1,0.0,0.0,0.0,0.0
5293,MRPL_31-May-2018_102.5_CE,31-May-2018,79462.0,13500.0,4.65,0.0,0.0,13500.0,4.65,0.0,0.0,0.0,0.0
5294,MRPL_31-May-2018_102.5_PE,31-May-2018,79463.0,13500.0,2.5,0.0,0.0,13500.0,2.5,0.0,0.0,0.0,0.0
5295,MRPL_31-May-2018_105.0_CE,31-05-2018,79464.0,63000.0,4.75,0.0,0.0,63000.0,4.75,0.0,0.0,0.0,0.0
5296,MRPL_31-May-2018_105.0_PE,31-May-2018,79465.0,54000.0,2.6,0.0,0.0,54000.0,2.6,0.0,0.0,0.0,0.0
5297,MRPL_31-May-2018_155.0_CE,31-May-2018,79857.0,0.0,1.3,0.0,,0.0,1.3,0.0,0.0,0.0,
5298,MRPL_31-May-2018_155.0_PE,31-May-2018,79858.0,0.0,37.6,0.0,,0.0,37.6,0.0,0.0,0.0,
5299,MRPL_31-May-2018_157.5_CE,31-May-2018,80200.0,0.0,1.1,0.0,,0.0,1.1,0.0,0.0,0.0,
5300,MRPL_31-May-2018_157.5_PE,31-May-2018,80201.0,0.0,39.85,0.0,,0.0,39.85,0.0,0.0,0.0,
5301,MRPL_31-May-2018_160.0_CE,31-May-2018,80202.0,0.0,0.95,0.0,,0.0,0.95,0.0,0.0,0.0,
5302,MRPL_31-May-2018_160.0_PE,31-May-2018,80203.0,0.0,42.15,0.0,,0.0,42.15,0.0,0.0,0.0,
5303,MRPL_31-May-2018_162.5_CE,31-May-2018,80204.0,0.0,0.8,0.0,,0.0,0.8,0.0,0.0,0.0,
5304,MRPL_31-May-2018_162.5_PE,31-May-2018,80205.0,0.0,44.5,0.0,,0.0,44.5,0.0,0.0,0.0,
5305,MRPL_31-May-2018_165.0_CE,31-May-2018,80206.0,0.0,0.7,0.0,,0.0,0.7,0.0,0.0,0.0,
5306,MRPL_31-May-2018_165.0_PE,31-May-2018,80207.0,0.0,46.8,0.0,,0.0,46.8,0.0,0.0,0.0,
5307,MRPL_31-May-2018_80.0_CE,31-May-2018,79325.0,0.0,37.5,0.0,,0.0,37.5,0.0,0.0,0.0,
5308,MRPL_31-May-2018_80.0_PE,31-May-2018,79326.0,0.0,0.25,0.0,,0.0,0.25,0.0,0.0,0.0,
5309,MRPL_31-May-2018_85.0_CE,31-May-2018,79329.0,0.0,32.9,0.0,,0.0,32.9,0.0,0.0,0.0,
5310,MRPL_31-May-2018_85.0_PE,31-May-2018,79330.0,4500.0,0.5,0.0,0.0,4500.0,0.5,0.0,0.0,0.0,0.0
5311,MRPL_31-May-2018_87.5_CE,31-May-2018,79331.0,0.0,30.65,0.0,,0.0,30.65,0.0,0.0,0.0,
5312,MRPL_31-May-2018_87.5_PE,31-May-2018,79332.0,0.0,0.75,0.0,,0.0,0.75,0.0,0.0,0.0,
5313,MRPL_31-May-2018_90.0_CE,31-05-2018,79333.0,0.0,16.9,0.0,,0.0,16.9,0.0,0.0,0.0,
5314,MRPL_31-May-2018_90.0_PE,31-05-2018,79334.0,45000.0,0.25,0.0,0.0,45000.0,0.25,0.0,0.0,0.0,0.0
5315,MRPL_31-May-2018_92.5_CE,31-May-2018,79345.0,0.0,26.3,0.0,,0.0,26.3,0.0,0.0,0.0,
5316,MRPL_31-May-2018_92.5_PE,31-May-2018,79346.0,0.0,1.35,0.0,,0.0,1.35,0.0,0.0,0.0,
5317,MRPL_31-May-2018_95.0_CE,31-May-2018,79349.0,9000.0,11.0,0.0,0.0,9000.0,11.0,0.0,0.0,0.0,0.0
5318,MRPL_31-May-2018_95.0_PE,31-05-2018,79350.0,85500.0,0.75,0.0,0.0,85500.0,0.75,0.0,0.0,0.0,0.0
5319,MRPL_31-May-2018_97.5_CE,31-May-2018,79458.0,0.0,22.25,0.0,,0.0,22.25,0.0,0.0,0.0,
5320,MRPL_31-May-2018_107.5_CE,31-May-2018,79466.0,0.0,15.25,0.0,,0.0,15.25,0.0,0.0,0.0,
5321,MRPL_31-May-2018_107.5_PE,31-May-2018,79467.0,0.0,5.0,0.0,,0.0,5.0,0.0,0.0,0.0,
5322,MRPL_31-May-2018_110.0_CE,31-05-2018,79561.0,198000.0,1.75,0.0,0.0,198000.0,1.75,0.0,0.0,0.0,0.0
5323,MRPL_31-May-2018_110.0_PE,31-May-2018,79562.0,27000.0,4.55,0.0,0.0,27000.0,4.55,0.0,0.0,0.0,0.0
5324,MRPL_31-May-2018_112.5_CE,31-May-2018,79563.0,13500.0,0.9,0.0,0.0,13500.0,0.9,0.0,0.0,0.0,0.0
5325,MRPL_31-May-2018_112.5_PE,31-May-2018,79564.0,0.0,7.0,0.0,,0.0,7.0,0.0,0.0,0.0,
5326,MRPL_31-May-2018_115.0_CE,31-May-2018,79605.0,126000.0,0.85,0.0,0.0,126000.0,0.85,0.0,0.0,0.0,0.0
5327,MRPL_31-May-2018_115.0_PE,31-May-2018,79606.0,18000.0,7.4,0.0,0.0,18000.0,7.4,0.0,0.0,0.0,0.0
5328,MRPL_31-May-2018_117.5_CE,31-May-2018,79607.0,0.0,9.9,0.0,,0.0,9.9,0.0,0.0,0.0,
5329,MRPL_31-May-2018_117.5_PE,31-May-2018,79608.0,0.0,9.45,0.0,,0.0,9.45,0.0,0.0,0.0,
5330,MRF_31-May-2018_70600.0_CE,31-May-2018,79188.0,0.0,4957.35,0.0,,0.0,4957.35,0.0,0.0,0.0,
5331,MRF_31-May-2018_70600.0_PE,31-May-2018,79189.0,0.0,4092.3,0.0,,0.0,4092.3,0.0,0.0,0.0,
5332,MRF_31-May-2018_70650.0_CE,31-May-2018,79190.0,0.0,4933.0,0.0,,0.0,4933.0,0.0,0.0,0.0,
5333,MRF_31-May-2018_70650.0_PE,31-May-2018,79191.0,0.0,4116.95,0.0,,0.0,4116.95,0.0,0.0,0.0,
5334,MRF_31-May-2018_70700.0_CE,31-May-2018,79192.0,0.0,4908.7,0.0,,0.0,4908.7,0.0,0.0,0.0,
5335,MRF_31-May-2018_70700.0_PE,31-May-2018,79193.0,0.0,4141.7,0.0,,0.0,4141.7,0.0,0.0,0.0,
5336,MRF_31-May-2018_70750.0_CE,31-May-2018,79194.0,0.0,4884.5,0.0,,0.0,4884.5,0.0,0.0,0.0,
5337,MRF_31-May-2018_70750.0_PE,31-May-2018,79195.0,0.0,4166.5,0.0,,0.0,4166.5,0.0,0.0,0.0,
5338,MRF_31-May-2018_70800.0_CE,31-May-2018,79208.0,0.0,4860.35,0.0,,0.0,4860.35,0.0,0.0,0.0,
5339,MRF_31-May-2018_70800.0_PE,31-May-2018,79209.0,0.0,4191.45,0.0,,0.0,4191.45,0.0,0.0,0.0,
5340,MRF_31-May-2018_68750.0_CE,31-May-2018,44874.0,0.0,4088.8,0.0,,0.0,4088.8,0.0,0.0,0.0,
5341,MRF_31-May-2018_68750.0_PE,31-May-2018,44875.0,0.0,2277.55,0.0,,0.0,2277.55,0.0,0.0,0.0,
5342,MRF_31-May-2018_68800.0_CE,31-May-2018,44876.0,0.0,4060.75,0.0,,0.0,4060.75,0.0,0.0,0.0,
5343,MRF_31-May-2018_68800.0_PE,31-May-2018,44877.0,0.0,2298.8,0.0,,0.0,2298.8,0.0,0.0,0.0,
5344,MRF_31-May-2018_68850.0_CE,31-May-2018,44878.0,0.0,4032.85,0.0,,0.0,4032.85,0.0,0.0,0.0,
5345,MRF_31-May-2018_68850.0_PE,31-May-2018,44879.0,0.0,2320.2,0.0,,0.0,2320.2,0.0,0.0,0.0,
5346,MRF_31-May-2018_68900.0_CE,31-May-2018,44880.0,0.0,4005.05,0.0,,0.0,4005.05,0.0,0.0,0.0,
5347,MRF_31-May-2018_68900.0_PE,31-May-2018,44881.0,0.0,2341.7,0.0,,0.0,2341.7,0.0,0.0,0.0,
5348,MRF_31-May-2018_68950.0_CE,31-May-2018,44882.0,0.0,3977.4,0.0,,0.0,3977.4,0.0,0.0,0.0,
5349,MRF_31-May-2018_68950.0_PE,31-May-2018,44883.0,0.0,2363.3,0.0,,0.0,2363.3,0.0,0.0,0.0,
5350,MRF_31-May-2018_69000.0_CE,31-May-2018,44884.0,0.0,3949.85,0.0,,0.0,3949.85,0.0,0.0,0.0,
5351,MRF_31-May-2018_69000.0_PE,31-May-2018,44885.0,0.0,2385.05,0.0,,0.0,2385.05,0.0,0.0,0.0,
5352,MRF_31-May-2018_69050.0_CE,31-May-2018,44446.0,0.0,4319.55,0.0,,0.0,4319.55,0.0,0.0,0.0,
5353,MRF_31-May-2018_69050.0_PE,31-May-2018,44447.0,0.0,2302.05,0.0,,0.0,2302.05,0.0,0.0,0.0,
5354,MRF_31-May-2018_69100.0_CE,31-May-2018,78803.0,0.0,5729.0,0.0,,0.0,5729.0,0.0,0.0,0.0,
5355,MRF_31-May-2018_69100.0_PE,31-May-2018,78804.0,0.0,3392.75,0.0,,0.0,3392.75,0.0,0.0,0.0,
5356,MRF_31-May-2018_69150.0_CE,31-May-2018,78805.0,0.0,5702.0,0.0,,0.0,5702.0,0.0,0.0,0.0,
5357,MRF_31-May-2018_69150.0_PE,31-May-2018,78806.0,0.0,3414.8,0.0,,0.0,3414.8,0.0,0.0,0.0,
5358,MRF_31-May-2018_69200.0_CE,31-May-2018,78807.0,0.0,5675.15,0.0,,0.0,5675.15,0.0,0.0,0.0,
5359,MRF_31-May-2018_69200.0_PE,31-May-2018,78808.0,0.0,3437.0,0.0,,0.0,3437.0,0.0,0.0,0.0,
5360,MRF_31-May-2018_72000.0_PE,31-May-2018,35898.0,0.0,4111.35,0.0,,0.0,4111.35,0.0,0.0,0.0,
5361,MRF_31-May-2018_72050.0_CE,31-May-2018,35912.0,0.0,5901.3,0.0,,0.0,5901.3,0.0,0.0,0.0,
5362,MRF_31-May-2018_72050.0_PE,31-May-2018,35913.0,0.0,4134.75,0.0,,0.0,4134.75,0.0,0.0,0.0,
5363,MRF_31-May-2018_72100.0_CE,31-May-2018,35916.0,0.0,5875.75,0.0,,0.0,5875.75,0.0,0.0,0.0,
5364,MRF_31-May-2018_72100.0_PE,31-May-2018,35917.0,0.0,4158.25,0.0,,0.0,4158.25,0.0,0.0,0.0,
5365,MRF_31-May-2018_72150.0_CE,31-May-2018,35931.0,0.0,5850.25,0.0,,0.0,5850.25,0.0,0.0,0.0,
5366,MRF_31-May-2018_72150.0_PE,31-May-2018,35932.0,0.0,4181.85,0.0,,0.0,4181.85,0.0,0.0,0.0,
5367,MRF_31-May-2018_72200.0_CE,31-May-2018,35939.0,0.0,5824.85,0.0,,0.0,5824.85,0.0,0.0,0.0,
5368,MRF_31-May-2018_72200.0_PE,31-May-2018,35940.0,0.0,4205.5,0.0,,0.0,4205.5,0.0,0.0,0.0,
5369,MRF_31-May-2018_72250.0_CE,31-May-2018,35942.0,0.0,5799.5,0.0,,0.0,5799.5,0.0,0.0,0.0,
5370,MRF_31-May-2018_72250.0_PE,31-May-2018,35943.0,0.0,4229.25,0.0,,0.0,4229.25,0.0,0.0,0.0,
5371,MRF_31-May-2018_72300.0_CE,31-May-2018,35944.0,0.0,5774.25,0.0,,0.0,5774.25,0.0,0.0,0.0,
5372,MRF_31-May-2018_72300.0_PE,31-May-2018,35945.0,0.0,4253.05,0.0,,0.0,4253.05,0.0,0.0,0.0,
5373,MRF_31-May-2018_72350.0_CE,31-May-2018,35946.0,0.0,5749.1,0.0,,0.0,5749.1,0.0,0.0,0.0,
5374,MRF_31-May-2018_72350.0_PE,31-May-2018,35947.0,0.0,4276.95,0.0,,0.0,4276.95,0.0,0.0,0.0,
5375,MRF_31-May-2018_72400.0_CE,31-May-2018,35952.0,0.0,5724.0,0.0,,0.0,5724.0,0.0,0.0,0.0,
5376,MRF_31-May-2018_72400.0_PE,31-May-2018,35954.0,0.0,4300.9,0.0,,0.0,4300.9,0.0,0.0,0.0,
5377,MRF_31-May-2018_69250.0_CE,31-May-2018,78809.0,0.0,5648.35,0.0,,0.0,5648.35,0.0,0.0,0.0,
5378,MRF_31-May-2018_69250.0_PE,31-May-2018,78810.0,0.0,3459.25,0.0,,0.0,3459.25,0.0,0.0,0.0,
5379,MRF_31-May-2018_69300.0_CE,31-May-2018,78811.0,0.0,5621.65,0.0,,0.0,5621.65,0.0,0.0,0.0,
5380,MRF_31-May-2018_69300.0_PE,31-May-2018,78812.0,0.0,3481.55,0.0,,0.0,3481.55,0.0,0.0,0.0,
5381,MRF_31-May-2018_69350.0_CE,31-May-2018,78813.0,0.0,5595.05,0.0,,0.0,5595.05,0.0,0.0,0.0,
5382,MRF_31-May-2018_69350.0_PE,31-May-2018,78814.0,0.0,3504.0,0.0,,0.0,3504.0,0.0,0.0,0.0,
5383,MRF_31-May-2018_69400.0_CE,31-May-2018,78815.0,0.0,5568.5,0.0,,0.0,5568.5,0.0,0.0,0.0,
5384,MRF_31-May-2018_69400.0_PE,31-May-2018,78816.0,0.0,3526.5,0.0,,0.0,3526.5,0.0,0.0,0.0,
5385,MRF_31-May-2018_69450.0_CE,31-May-2018,78817.0,0.0,5542.05,0.0,,0.0,5542.05,0.0,0.0,0.0,
5386,MRF_31-May-2018_69450.0_PE,31-May-2018,78844.0,0.0,3549.1,0.0,,0.0,3549.1,0.0,0.0,0.0,
5387,MRF_31-May-2018_69500.0_CE,31-May-2018,78845.0,0.0,5515.7,0.0,,0.0,5515.7,0.0,0.0,0.0,
5388,MRF_31-May-2018_69500.0_PE,31-May-2018,78852.0,0.0,3571.8,0.0,,0.0,3571.8,0.0,0.0,0.0,
5389,MRF_31-May-2018_69550.0_CE,31-May-2018,78853.0,0.0,5489.45,0.0,,0.0,5489.45,0.0,0.0,0.0,
5390,MRF_31-May-2018_69550.0_PE,31-May-2018,78858.0,0.0,3594.55,0.0,,0.0,3594.55,0.0,0.0,0.0,
5391,MRF_31-May-2018_69600.0_CE,31-May-2018,78859.0,0.0,5463.25,0.0,,0.0,5463.25,0.0,0.0,0.0,
5392,MRF_31-May-2018_69600.0_PE,31-May-2018,78892.0,0.0,3617.4,0.0,,0.0,3617.4,0.0,0.0,0.0,
5393,MRF_31-May-2018_69650.0_CE,31-May-2018,78893.0,0.0,5437.15,0.0,,0.0,5437.15,0.0,0.0,0.0,
5394,MRF_31-May-2018_69650.0_PE,31-May-2018,78894.0,0.0,3640.35,0.0,,0.0,3640.35,0.0,0.0,0.0,
5395,MRF_31-May-2018_69700.0_CE,31-May-2018,78895.0,0.0,5411.15,0.0,,0.0,5411.15,0.0,0.0,0.0,
5396,MRF_31-May-2018_69900.0_CE,31-May-2018,78903.0,0.0,5307.95,0.0,,0.0,5307.95,0.0,0.0,0.0,
5397,MRF_31-May-2018_69900.0_PE,31-May-2018,78904.0,0.0,3756.35,0.0,,0.0,3756.35,0.0,0.0,0.0,
5398,MRF_31-May-2018_69950.0_CE,31-May-2018,78905.0,0.0,5282.4,0.0,,0.0,5282.4,0.0,0.0,0.0,
5399,MRF_31-May-2018_69950.0_PE,31-May-2018,78906.0,0.0,3779.8,0.0,,0.0,3779.8,0.0,0.0,0.0,
5400,MRF_31-May-2018_70000.0_CE,31-May-2018,78907.0,0.0,5256.9,0.0,,0.0,5256.9,0.0,0.0,0.0,
5401,MRF_31-May-2018_70000.0_PE,31-May-2018,78908.0,0.0,3803.35,0.0,,0.0,3803.35,0.0,0.0,0.0,
5402,MRF_31-May-2018_70050.0_CE,31-May-2018,78909.0,0.0,5231.5,0.0,,0.0,5231.5,0.0,0.0,0.0,
5403,MRF_31-May-2018_70050.0_PE,31-May-2018,78910.0,0.0,3827.0,0.0,,0.0,3827.0,0.0,0.0,0.0,
5404,MRF_31-May-2018_70100.0_CE,31-May-2018,78911.0,0.0,5206.15,0.0,,0.0,5206.15,0.0,0.0,0.0,
5405,MRF_31-May-2018_70100.0_PE,31-May-2018,78912.0,0.0,3850.7,0.0,,0.0,3850.7,0.0,0.0,0.0,
5406,MRF_31-May-2018_70150.0_CE,31-May-2018,78913.0,0.0,5180.95,0.0,,0.0,5180.95,0.0,0.0,0.0,
5407,MRF_31-May-2018_70150.0_PE,31-May-2018,78932.0,0.0,3874.5,0.0,,0.0,3874.5,0.0,0.0,0.0,
5408,MRF_31-May-2018_70200.0_CE,31-May-2018,78933.0,0.0,5155.75,0.0,,0.0,5155.75,0.0,0.0,0.0,
5409,MRF_31-May-2018_70200.0_PE,31-May-2018,78934.0,0.0,3898.4,0.0,,0.0,3898.4,0.0,0.0,0.0,
5410,MRF_31-May-2018_70250.0_CE,31-May-2018,78935.0,0.0,5130.7,0.0,,0.0,5130.7,0.0,0.0,0.0,
5411,MRF_31-May-2018_70250.0_PE,31-May-2018,78936.0,0.0,3922.35,0.0,,0.0,3922.35,0.0,0.0,0.0,
5412,MRF_31-May-2018_70300.0_CE,31-May-2018,78969.0,0.0,5105.75,0.0,,0.0,5105.75,0.0,0.0,0.0,
5413,MRF_31-May-2018_70300.0_PE,31-May-2018,78970.0,0.0,3946.4,0.0,,0.0,3946.4,0.0,0.0,0.0,
5414,MRF_31-May-2018_70350.0_CE,31-May-2018,79178.0,0.0,5080.85,0.0,,0.0,5080.85,0.0,0.0,0.0,
5415,MRF_31-May-2018_70350.0_PE,31-May-2018,79179.0,0.0,3970.55,0.0,,0.0,3970.55,0.0,0.0,0.0,
5416,MRF_31-May-2018_70400.0_CE,31-May-2018,79180.0,0.0,5056.0,0.0,,0.0,5056.0,0.0,0.0,0.0,
5417,MRF_31-May-2018_70400.0_PE,31-May-2018,79181.0,0.0,3994.8,0.0,,0.0,3994.8,0.0,0.0,0.0,
5418,MRF_31-May-2018_70450.0_CE,31-May-2018,79182.0,0.0,5031.3,0.0,,0.0,5031.3,0.0,0.0,0.0,
5419,MRF_31-May-2018_70450.0_PE,31-May-2018,79183.0,0.0,4019.1,0.0,,0.0,4019.1,0.0,0.0,0.0,
5420,MRF_31-May-2018_70500.0_CE,31-May-2018,79184.0,0.0,5006.65,0.0,,0.0,5006.65,0.0,0.0,0.0,
5421,MRF_31-May-2018_70500.0_PE,31-May-2018,79185.0,0.0,4043.5,0.0,,0.0,4043.5,0.0,0.0,0.0,
5422,MRF_31-May-2018_70550.0_CE,31-May-2018,79186.0,0.0,4981.85,0.0,,0.0,4981.85,0.0,0.0,0.0,
5423,MRF_31-May-2018_70550.0_PE,31-May-2018,79187.0,0.0,4067.7,0.0,,0.0,4067.7,0.0,0.0,0.0,
5424,MRF_31-May-2018_73450.0_CE,31-May-2018,36048.0,0.0,5214.5,0.0,,0.0,5214.5,0.0,0.0,0.0,
5425,MRF_31-May-2018_73450.0_PE,31-May-2018,36049.0,0.0,4821.9,0.0,,0.0,4821.9,0.0,0.0,0.0,
5426,MRF_31-May-2018_73500.0_CE,31-May-2018,37069.0,0.0,5130.5,0.0,,0.0,5130.5,0.0,0.0,0.0,
5427,MRF_31-May-2018_73500.0_PE,31-May-2018,37073.0,0.0,4581.95,0.0,,0.0,4581.95,0.0,0.0,0.0,
5428,MRF_31-May-2018_73550.0_CE,31-May-2018,37074.0,0.0,5106.75,0.0,,0.0,5106.75,0.0,0.0,0.0,
5429,MRF_31-May-2018_73550.0_PE,31-May-2018,37077.0,0.0,4607.3,0.0,,0.0,4607.3,0.0,0.0,0.0,
5430,MRF_31-May-2018_73600.0_CE,31-May-2018,37081.0,0.0,5083.1,0.0,,0.0,5083.1,0.0,0.0,0.0,
5431,MRF_31-May-2018_73600.0_PE,31-May-2018,37082.0,0.0,4632.7,0.0,,0.0,4632.7,0.0,0.0,0.0,
5432,MRF_31-May-2018_73650.0_CE,31-May-2018,37085.0,0.0,5059.5,0.0,,0.0,5059.5,0.0,0.0,0.0,
5433,MRF_31-May-2018_73650.0_PE,31-May-2018,37092.0,0.0,4658.2,0.0,,0.0,4658.2,0.0,0.0,0.0,
5434,MRF_31-May-2018_73700.0_CE,31-May-2018,37093.0,0.0,5036.0,0.0,,0.0,5036.0,0.0,0.0,0.0,
5435,MRF_31-May-2018_73700.0_PE,31-May-2018,37097.0,0.0,4683.75,0.0,,0.0,4683.75,0.0,0.0,0.0,
5436,MRF_31-May-2018_73750.0_CE,31-May-2018,38162.0,0.0,5097.5,0.0,,0.0,5097.5,0.0,0.0,0.0,
5437,MRF_31-May-2018_73750.0_PE,31-May-2018,38163.0,0.0,4122.25,0.0,,0.0,4122.25,0.0,0.0,0.0,
5438,MRF_31-May-2018_73800.0_CE,31-May-2018,38164.0,0.0,5072.9,0.0,,0.0,5072.9,0.0,0.0,0.0,
5439,MRF_31-May-2018_73800.0_PE,31-May-2018,38165.0,0.0,4146.75,0.0,,0.0,4146.75,0.0,0.0,0.0,
5440,MRF_31-May-2018_73850.0_CE,31-May-2018,38166.0,0.0,5048.1,0.0,,0.0,5048.1,0.0,0.0,0.0,
5441,MRF_31-May-2018_73850.0_PE,31-May-2018,38167.0,0.0,4171.05,0.0,,0.0,4171.05,0.0,0.0,0.0,
5442,MRF_31-May-2018_73900.0_CE,31-May-2018,38168.0,0.0,5023.65,0.0,,0.0,5023.65,0.0,0.0,0.0,
5443,MRF_31-May-2018_73900.0_PE,31-May-2018,38169.0,0.0,4195.7,0.0,,0.0,4195.7,0.0,0.0,0.0,
5444,MRF_31-May-2018_74000.0_CE,31-May-2018,38172.0,0.0,4975.0,0.0,,0.0,4975.0,0.0,0.0,0.0,
5445,MRF_31-May-2018_74000.0_PE,31-May-2018,38175.0,0.0,4245.2,0.0,,0.0,4245.2,0.0,0.0,0.0,
5446,MRF_31-May-2018_74250.0_CE,31-May-2018,38189.0,0.0,4854.85,0.0,,0.0,4854.85,0.0,0.0,0.0,
5447,MRF_31-May-2018_74250.0_PE,31-May-2018,38193.0,0.0,4370.55,0.0,,0.0,4370.55,0.0,0.0,0.0,
5448,MRF_31-May-2018_70850.0_CE,31-May-2018,79210.0,0.0,4836.3,0.0,,0.0,4836.3,0.0,0.0,0.0,
5449,MRF_31-May-2018_70850.0_PE,31-May-2018,79214.0,0.0,4216.45,0.0,,0.0,4216.45,0.0,0.0,0.0,
5450,MRF_31-May-2018_70900.0_CE,31-May-2018,79215.0,0.0,4812.35,0.0,,0.0,4812.35,0.0,0.0,0.0,
5451,MRF_31-May-2018_70900.0_PE,31-May-2018,79218.0,0.0,4241.5,0.0,,0.0,4241.5,0.0,0.0,0.0,
5452,MRF_31-May-2018_70950.0_CE,31-May-2018,79219.0,0.0,4788.5,0.0,,0.0,4788.5,0.0,0.0,0.0,
5453,MRF_31-May-2018_70950.0_PE,31-May-2018,79220.0,0.0,4266.7,0.0,,0.0,4266.7,0.0,0.0,0.0,
5454,MRF_31-May-2018_71000.0_CE,31-May-2018,79221.0,0.0,4764.7,0.0,,0.0,4764.7,0.0,0.0,0.0,
5455,MRF_31-May-2018_71000.0_PE,31-May-2018,79222.0,0.0,4291.95,0.0,,0.0,4291.95,0.0,0.0,0.0,
5456,MRF_31-May-2018_71050.0_CE,31-May-2018,79223.0,0.0,4741.0,0.0,,0.0,4741.0,0.0,0.0,0.0,
5457,MRF_31-May-2018_71050.0_PE,31-May-2018,79224.0,0.0,4317.25,0.0,,0.0,4317.25,0.0,0.0,0.0,
5458,MRF_31-May-2018_71100.0_CE,31-May-2018,79225.0,0.0,4717.35,0.0,,0.0,4717.35,0.0,0.0,0.0,
5459,MRF_31-May-2018_71100.0_PE,31-May-2018,79226.0,0.0,4342.7,0.0,,0.0,4342.7,0.0,0.0,0.0,
5460,MRF_31-May-2018_71150.0_CE,31-May-2018,35793.0,0.0,6374.8,0.0,,0.0,6374.8,0.0,0.0,0.0,
5461,MRF_31-May-2018_71150.0_PE,31-May-2018,35794.0,0.0,3725.0,0.0,,0.0,3725.0,0.0,0.0,0.0,
5462,MRF_31-May-2018_71200.0_CE,31-May-2018,35806.0,0.0,6347.8,0.0,,0.0,6347.8,0.0,0.0,0.0,
5463,MRF_31-May-2018_71200.0_PE,31-May-2018,35808.0,0.0,3747.1,0.0,,0.0,3747.1,0.0,0.0,0.0,
5464,MRF_31-May-2018_71250.0_CE,31-May-2018,35816.0,0.0,6320.9,0.0,,0.0,6320.9,0.0,0.0,0.0,
