,KEY,OI1,CLOSE1,EXPIRY_DT,SCRIP_CODE,TOTAL_VAL
5391,NESTLEIND_31-May-2018_7000.0_CE,0.0,822.3,31-May-2018,82295.0,0.0
5392,NESTLEIND_31-May-2018_7000.0_PE,0.0,144.4,31-May-2018,82296.0,0.0
5393,NESTLEIND_31-May-2018_7050.0_CE,0.0,786.75,31-May-2018,82297.0,0.0
5394,NESTLEIND_31-May-2018_7050.0_PE,0.0,157.95,31-May-2018,82298.0,0.0
5395,NESTLEIND_31-May-2018_7100.0_CE,0.0,751.8,31-May-2018,82421.0,0.0
5396,NESTLEIND_31-May-2018_7100.0_PE,0.0,172.0,31-May-2018,83624.0,0.0
5397,NESTLEIND_31-May-2018_7150.0_CE,0.0,718.1,31-May-2018,83625.0,0.0
5398,NESTLEIND_31-May-2018_7150.0_PE,0.0,187.35,31-May-2018,83626.0,0.0
5399,NESTLEIND_31-May-2018_7200.0_CE,0.0,685.25,31-May-2018,83980.0,0.0
5400,NESTLEIND_31-May-2018_7200.0_PE,0.0,203.55,31-May-2018,83981.0,0.0
5401,NESTLEIND_31-May-2018_7250.0_CE,0.0,653.35,31-May-2018,84108.0,0.0
5402,NESTLEIND_31-May-2018_7250.0_PE,0.0,220.65,31-May-2018,84109.0,0.0
5403,NESTLEIND_31-May-2018_7300.0_CE,0.0,622.35,31-May-2018,84110.0,0.0
5404,NESTLEIND_31-May-2018_7300.0_PE,0.0,238.7,31-May-2018,84111.0,0.0
5405,NESTLEIND_31-May-2018_7350.0_CE,0.0,592.3,31-May-2018,84414.0,0.0
5406,NESTLEIND_31-May-2018_7350.0_PE,0.0,257.7,31-May-2018,84415.0,0.0
5407,NESTLEIND_31-May-2018_7400.0_CE,0.0,563.2,31-May-2018,84536.0,0.0
5408,NESTLEIND_31-May-2018_7400.0_PE,0.0,277.6,31-May-2018,84540.0,0.0
5409,NESTLEIND_31-May-2018_7450.0_CE,0.0,535.0,31-May-2018,84541.0,0.0
5410,NESTLEIND_31-May-2018_7450.0_PE,0.0,298.45,31-May-2018,84625.0,0.0
5411,NESTLEIND_31-May-2018_7500.0_CE,0.0,507.75,31-May-2018,84626.0,0.0
5412,NESTLEIND_31-May-2018_7500.0_PE,0.0,320.25,31-May-2018,84793.0,0.0
5413,NESTLEIND_31-May-2018_7550.0_CE,0.0,481.45,31-May-2018,84794.0,0.0
5414,NESTLEIND_31-May-2018_7550.0_PE,0.0,343.0,31-May-2018,84795.0,0.0
5415,NESTLEIND_31-May-2018_7600.0_CE,0.0,456.1,31-May-2018,84796.0,0.0
5416,NESTLEIND_31-May-2018_7600.0_PE,0.0,366.7,31-May-2018,84797.0,0.0
5417,NESTLEIND_31-May-2018_7650.0_CE,0.0,431.65,31-May-2018,84798.0,0.0
5418,NESTLEIND_31-May-2018_7650.0_PE,0.0,391.3,31-May-2018,84799.0,0.0
5419,NESTLEIND_31-May-2018_7700.0_CE,0.0,408.2,31-May-2018,84800.0,0.0
5420,NESTLEIND_31-May-2018_7700.0_PE,0.0,416.85,31-May-2018,84801.0,0.0
5421,NESTLEIND_31-May-2018_7750.0_CE,0.0,385.65,31-May-2018,84802.0,0.0
5422,NESTLEIND_31-May-2018_7750.0_PE,0.0,443.35,31-May-2018,84803.0,0.0
5423,NESTLEIND_31-May-2018_7800.0_CE,0.0,364.0,31-May-2018,84804.0,0.0
5424,NESTLEIND_31-May-2018_7800.0_PE,0.0,470.75,31-May-2018,84805.0,0.0
5425,NESTLEIND_31-May-2018_7850.0_CE,0.0,343.25,31-May-2018,84806.0,0.0
5426,NESTLEIND_31-May-2018_7850.0_PE,0.0,499.05,31-May-2018,84807.0,0.0
5427,NESTLEIND_31-May-2018_7900.0_CE,0.0,323.4,31-May-2018,84808.0,0.0
5428,NESTLEIND_31-May-2018_7900.0_PE,0.0,528.25,31-May-2018,84809.0,0.0
5429,NESTLEIND_31-May-2018_7950.0_CE,0.0,304.4,31-May-2018,84810.0,0.0
5430,NESTLEIND_31-May-2018_7950.0_PE,0.0,558.3,31-May-2018,84811.0,0.0
5431,NESTLEIND_31-May-2018_8000.0_CE,0.0,286.3,31-May-2018,84812.0,0.0
5432,NESTLEIND_31-May-2018_8000.0_PE,0.0,589.2,31-May-2018,84813.0,0.0
5433,NESTLEIND_31-May-2018_8050.0_CE,0.0,269.0,31-May-2018,84814.0,0.0
5434,NESTLEIND_31-May-2018_8050.0_PE,0.0,620.95,31-May-2018,84815.0,0.0
5435,NESTLEIND_31-May-2018_8100.0_CE,0.0,252.55,31-May-2018,84816.0,0.0
5436,NESTLEIND_31-May-2018_8100.0_PE,0.0,653.5,31-May-2018,84817.0,0.0
5437,NESTLEIND_31-May-2018_8150.0_CE,0.0,236.85,31-May-2018,84818.0,0.0
5438,NESTLEIND_31-May-2018_8150.0_PE,0.0,686.9,31-May-2018,84819.0,0.0
5439,NESTLEIND_31-May-2018_8200.0_CE,0.0,221.95,31-May-2018,84820.0,0.0
5440,NESTLEIND_31-May-2018_8200.0_PE,0.0,721.0,31-May-2018,84821.0,0.0
5441,NESTLEIND_31-May-2018_6550.0_CE,0.0,1176.1,31-May-2018,82277.0,0.0
5442,NESTLEIND_31-May-2018_6550.0_PE,0.0,56.9,31-May-2018,82278.0,0.0
5443,NESTLEIND_31-May-2018_6600.0_CE,0.0,1134.0,31-May-2018,82279.0,0.0
5444,NESTLEIND_31-May-2018_6600.0_PE,0.0,63.8,31-May-2018,82280.0,0.0
5445,NCC_31-May-2018_85.0_CE,0.0,40.25,31-May-2018,81220.0,0.0
5446,NCC_31-May-2018_165.0_PE,16000.0,50.65,31-May-2018,82272.0,810400.0
5447,NCC_31-May-2018_90.0_CE,0.0,35.9,31-May-2018,81222.0,0.0
5448,NCC_31-May-2018_90.0_PE,72000.0,0.7,31-May-2018,81223.0,50400.0
5449,NCC_31-May-2018_95.0_CE,8000.0,13.75,31-May-2018,81435.0,110000.0
5450,NCC_31-May-2018_95.0_PE,352000.0,1.45,31-May-2018,81436.0,510400.0
5451,NCC_31-May-2018_100.0_CE,48000.0,10.0,31-May-2018,81662.0,480000.0
5452,NCC_31-May-2018_100.0_PE,312000.0,2.65,31-May-2018,81701.0,826800.0
5453,NCC_31-May-2018_105.0_CE,56000.0,6.95,31-May-2018,81713.0,389200.0
5454,NCC_31-May-2018_105.0_PE,384000.0,4.45,31-May-2018,81714.0,1708800.0
5455,NCC_31-May-2018_110.0_CE,664000.0,4.35,31-May-2018,81715.0,2888399.9999999995
5456,NCC_31-May-2018_110.0_PE,344000.0,6.95,31-May-2018,81716.0,2390800.0
5457,NCC_31-May-2018_115.0_CE,608000.0,2.85,31-May-2018,81717.0,1732800.0
5458,NCC_31-May-2018_115.0_PE,360000.0,9.2,31-May-2018,81718.0,3311999.9999999995
5459,NCC_31-May-2018_120.0_CE,936000.0,1.8,31-May-2018,81719.0,1684800.0
5460,NCC_31-May-2018_120.0_PE,480000.0,13.35,31-May-2018,81720.0,6408000.0
5461,NCC_31-May-2018_125.0_CE,1424000.0,1.15,31-May-2018,81875.0,1637599.9999999998
5462,NCC_31-May-2018_125.0_PE,440000.0,19.5,31-May-2018,81876.0,8580000.0
5463,NCC_31-May-2018_130.0_CE,2320000.0,0.75,31-May-2018,81877.0,1740000.0
5464,NCC_31-May-2018_130.0_PE,432000.0,22.6,31-May-2018,81878.0,9763200.0
5465,NCC_31-May-2018_135.0_CE,1808000.0,0.5,31-May-2018,82259.0,904000.0
5466,NCC_31-May-2018_135.0_PE,616000.0,26.0,31-May-2018,82260.0,16016000.0
5467,NCC_31-May-2018_140.0_CE,1888000.0,0.35,31-May-2018,82261.0,660800.0
5468,NCC_31-May-2018_140.0_PE,40000.0,25.95,31-May-2018,82262.0,1038000.0
5469,NCC_31-May-2018_145.0_CE,600000.0,0.25,31-May-2018,82263.0,150000.0
5470,NCC_31-May-2018_145.0_PE,32000.0,30.8,31-May-2018,82264.0,985600.0
5471,NCC_31-May-2018_150.0_CE,1264000.0,0.2,31-May-2018,82265.0,252800.0
5472,NCC_31-May-2018_150.0_PE,24000.0,35.6,31-May-2018,82266.0,854400.0
5473,NCC_31-May-2018_155.0_CE,192000.0,0.15,31-May-2018,82267.0,28800.0
5474,NCC_31-May-2018_155.0_PE,24000.0,40.95,31-May-2018,82268.0,982800.0000000001
5475,NCC_31-May-2018_160.0_CE,128000.0,0.1,31-May-2018,82269.0,12800.0
5476,NCC_31-May-2018_160.0_PE,40000.0,45.65,31-May-2018,82270.0,1826000.0
5477,NCC_31-May-2018_165.0_CE,56000.0,0.15,31-May-2018,82271.0,8400.0
5478,NCC_31-May-2018_85.0_PE,64000.0,0.4,31-May-2018,81221.0,25600.0
5479,NBCC_31-May-2018_110.0_PE,30000.0,6.9,31-May-2018,81201.0,207000.0
5480,NBCC_31-May-2018_97.5_CE,0.0,11.4,31-May-2018,92874.0,0.0
5481,NBCC_31-May-2018_112.5_PE,18000.0,17.0,31-May-2018,92881.0,306000.0
5482,NBCC_31-May-2018_115.0_CE,384000.0,0.2,31-May-2018,81202.0,76800.0
5483,NBCC_31-May-2018_115.0_PE,126000.0,10.25,31-May-2018,81203.0,1291500.0
5484,NBCC_31-May-2018_117.5_CE,48000.0,0.45,31-May-2018,92882.0,21600.0
5485,NBCC_31-May-2018_117.5_PE,0.0,43.65,31-May-2018,92883.0,0.0
5486,NBCC_31-May-2018_97.5_PE,66000.0,4.0,31-May-2018,92875.0,264000.0
5487,NBCC_31-May-2018_100.0_CE,156000.0,2.6,31-May-2018,81196.0,405600.0
5488,NBCC_31-May-2018_100.0_PE,162000.0,3.75,31-May-2018,81197.0,607500.0
5489,NBCC_31-May-2018_102.5_CE,18000.0,2.2,31-May-2018,92876.0,39600.0
5490,NBCC_31-May-2018_102.5_PE,48000.0,3.0,31-May-2018,92877.0,144000.0
5491,NBCC_31-May-2018_105.0_CE,456000.0,1.0,31-May-2018,81198.0,456000.0
5492,NBCC_31-May-2018_105.0_PE,168000.0,5.0,31-May-2018,81199.0,840000.0
5493,NBCC_31-May-2018_107.5_CE,96000.0,0.95,31-May-2018,92878.0,91200.0
5494,NBCC_31-May-2018_107.5_PE,12000.0,8.8,31-May-2018,92879.0,105600.00000000001
5495,NBCC_31-May-2018_110.0_CE,900000.0,0.5,31-May-2018,81200.0,450000.0
5496,NBCC_31-May-2018_120.0_CE,402000.0,0.2,31-May-2018,81204.0,80400.0
5497,NBCC_31-May-2018_120.0_PE,48000.0,15.5,31-May-2018,81205.0,744000.0
5498,NBCC_31-May-2018_122.5_CE,6000.0,0.3,31-May-2018,92884.0,1800.0
5499,NBCC_31-May-2018_122.5_PE,0.0,52.75,31-May-2018,92885.0,0.0
5500,NBCC_31-May-2018_125.0_CE,30000.0,0.15,31-May-2018,81206.0,4500.0
5501,NBCC_31-May-2018_125.0_PE,0.0,55.35,31-May-2018,81207.0,0.0
5502,NBCC_31-May-2018_127.5_CE,24000.0,0.25,31-May-2018,92886.0,6000.0
5503,NBCC_31-May-2018_127.5_PE,0.0,62.15,31-May-2018,92887.0,0.0
5504,NBCC_31-May-2018_130.0_CE,24000.0,0.15,31-May-2018,81208.0,3600.0
5505,NBCC_31-May-2018_130.0_PE,24000.0,23.8,31-May-2018,81209.0,571200.0
5506,NBCC_31-May-2018_135.0_CE,0.0,1.4,31-May-2018,81210.0,0.0
5507,NBCC_31-May-2018_135.0_PE,0.0,73.45,31-May-2018,81211.0,0.0
5508,NBCC_31-May-2018_140.0_CE,6000.0,0.25,31-May-2018,81212.0,1500.0
5509,NBCC_31-May-2018_140.0_PE,0.0,82.8,31-May-2018,81213.0,0.0
5510,NBCC_31-May-2018_145.0_CE,0.0,0.65,31-May-2018,81214.0,0.0
5511,NBCC_31-May-2018_145.0_PE,0.0,92.3,31-May-2018,81215.0,0.0
5512,NBCC_31-May-2018_65.0_CE,0.0,65.6,31-May-2018,81182.0,0.0
5513,NBCC_31-May-2018_65.0_PE,0.0,0.35,31-May-2018,81183.0,0.0
5514,NBCC_31-May-2018_70.0_CE,0.0,56.25,31-May-2018,81184.0,0.0
5515,NBCC_31-May-2018_70.0_PE,0.0,0.8,31-May-2018,81185.0,0.0
5516,NBCC_31-May-2018_75.0_CE,0.0,47.3,31-May-2018,81186.0,0.0
5517,NBCC_31-May-2018_75.0_PE,0.0,1.7,31-May-2018,81187.0,0.0
5518,NBCC_31-May-2018_77.5_CE,0.0,38.5,31-May-2018,92866.0,0.0
5519,NBCC_31-May-2018_77.5_PE,0.0,1.2,31-May-2018,92867.0,0.0
5520,NBCC_31-May-2018_80.0_CE,12000.0,24.0,31-May-2018,81188.0,288000.0
5521,NBCC_31-May-2018_80.0_PE,0.0,3.2,31-May-2018,81189.0,0.0
5522,NBCC_31-May-2018_82.5_CE,0.0,30.05,31-May-2018,92868.0,0.0
5523,NBCC_31-May-2018_82.5_PE,0.0,2.65,31-May-2018,92869.0,0.0
5524,NBCC_31-May-2018_85.0_CE,0.0,31.5,31-May-2018,81190.0,0.0
5525,NBCC_31-May-2018_85.0_PE,0.0,5.5,31-May-2018,81191.0,0.0
5526,NBCC_31-May-2018_87.5_CE,0.0,22.65,31-May-2018,92870.0,0.0
5527,NBCC_31-May-2018_87.5_PE,0.0,5.1,31-May-2018,92871.0,0.0
5528,NBCC_31-May-2018_90.0_CE,0.0,24.9,31-May-2018,81192.0,0.0
5529,NBCC_31-May-2018_90.0_PE,12000.0,0.5,31-May-2018,81193.0,6000.0
5530,NBCC_31-May-2018_92.5_CE,6000.0,7.55,31-May-2018,92872.0,45300.0
5531,NBCC_31-May-2018_92.5_PE,0.0,8.75,31-May-2018,92873.0,0.0
5532,NBCC_31-May-2018_95.0_CE,6000.0,5.0,31-May-2018,81194.0,30000.0
5533,NBCC_31-May-2018_95.0_PE,198000.0,1.7,31-May-2018,81195.0,336600.0
5534,NBCC_31-May-2018_112.5_CE,18000.0,0.3,31-May-2018,92880.0,5400.0
5535,NATIONALUM_31-May-2018_65.0_PE,256000.0,0.2,31-May-2018,80858.0,51200.0
5536,NATIONALUM_31-May-2018_102.5_PE,0.0,33.25,31-May-2018,36059.0,0.0
5537,NATIONALUM_31-May-2018_67.5_PE,72000.0,0.35,31-May-2018,80860.0,25200.0
5538,NATIONALUM_31-May-2018_70.0_CE,48000.0,4.1,31-May-2018,80917.0,196799.99999999997
5539,NATIONALUM_31-May-2018_70.0_PE,488000.0,0.75,31-May-2018,80918.0,366000.0
5540,NATIONALUM_31-May-2018_72.5_CE,16000.0,4.0,31-May-2018,80919.0,64000.0
5541,NATIONALUM_31-May-2018_72.5_PE,224000.0,1.3,31-May-2018,80920.0,291200.0
5542,NATIONALUM_31-May-2018_45.0_CE,0.0,21.2,31-May-2018,80644.0,0.0
5543,NATIONALUM_31-May-2018_45.0_PE,0.0,0.35,31-May-2018,80645.0,0.0
5544,NATIONALUM_31-May-2018_47.5_CE,0.0,18.95,31-May-2018,80646.0,0.0
5545,NATIONALUM_31-May-2018_47.5_PE,0.0,0.55,31-May-2018,80651.0,0.0
5546,NATIONALUM_31-May-2018_50.0_CE,0.0,16.85,31-May-2018,80652.0,0.0
5547,NATIONALUM_31-May-2018_50.0_PE,0.0,0.85,31-May-2018,80653.0,0.0
5548,NATIONALUM_31-May-2018_52.5_CE,0.0,14.8,31-May-2018,80654.0,0.0
5549,NATIONALUM_31-May-2018_52.5_PE,0.0,1.3,31-May-2018,80655.0,0.0
5550,NATIONALUM_31-May-2018_55.0_CE,0.0,12.95,31-May-2018,80656.0,0.0
5551,NATIONALUM_31-May-2018_55.0_PE,0.0,1.9,31-May-2018,80657.0,0.0
5552,NATIONALUM_31-May-2018_57.5_CE,0.0,11.2,31-May-2018,80778.0,0.0
5553,NATIONALUM_31-May-2018_57.5_PE,0.0,2.6,31-May-2018,80779.0,0.0
5554,NATIONALUM_31-May-2018_60.0_CE,0.0,9.6,31-May-2018,80780.0,0.0
5555,NATIONALUM_31-May-2018_60.0_PE,0.0,3.45,31-May-2018,80781.0,0.0
5556,NATIONALUM_31-May-2018_62.5_CE,0.0,8.2,31-May-2018,80782.0,0.0
5557,NATIONALUM_31-May-2018_62.5_PE,8000.0,0.15,31-May-2018,80783.0,1200.0
5558,NATIONALUM_31-May-2018_65.0_CE,0.0,6.95,31-May-2018,80857.0,0.0
5559,NATIONALUM_31-May-2018_75.0_CE,624000.0,2.9,31-May-2018,80921.0,1809600.0
5560,NATIONALUM_31-May-2018_75.0_PE,432000.0,2.25,31-May-2018,80922.0,972000.0
5561,NATIONALUM_31-May-2018_77.5_CE,640000.0,1.85,31-May-2018,80979.0,1184000.0
5562,NATIONALUM_31-May-2018_77.5_PE,176000.0,4.75,31-May-2018,80980.0,836000.0
5563,NATIONALUM_31-May-2018_80.0_CE,1760000.0,1.15,31-May-2018,81008.0,2023999.9999999998
5564,NATIONALUM_31-May-2018_80.0_PE,1080000.0,5.6,31-May-2018,81009.0,6048000.0
5565,NATIONALUM_31-May-2018_82.5_CE,1016000.0,0.65,31-May-2018,81013.0,660400.0
5566,NATIONALUM_31-May-2018_82.5_PE,120000.0,8.15,31-May-2018,81014.0,978000.0
5567,NATIONALUM_31-May-2018_85.0_CE,1744000.0,0.5,31-May-2018,81079.0,872000.0
5568,NATIONALUM_31-May-2018_85.0_PE,200000.0,8.4,31-May-2018,81080.0,1680000.0
5569,NATIONALUM_31-May-2018_87.5_CE,112000.0,0.25,31-May-2018,81081.0,28000.0
5570,NATIONALUM_31-May-2018_87.5_PE,24000.0,11.0,31-May-2018,81082.0,264000.0
5571,NATIONALUM_31-May-2018_90.0_CE,952000.0,0.25,31-May-2018,81125.0,238000.0
5572,NATIONALUM_31-May-2018_90.0_PE,56000.0,11.0,31-May-2018,81126.0,616000.0
5573,NATIONALUM_31-May-2018_92.5_CE,168000.0,0.15,31-May-2018,81157.0,25200.0
5574,NATIONALUM_31-May-2018_92.5_PE,8000.0,7.8,31-May-2018,81158.0,62400.0
5575,NATIONALUM_31-May-2018_95.0_CE,464000.0,0.15,31-May-2018,81164.0,69600.0
5576,NATIONALUM_31-May-2018_95.0_PE,0.0,28.8,31-May-2018,81165.0,0.0
5577,NATIONALUM_31-May-2018_97.5_CE,88000.0,0.2,31-May-2018,81166.0,17600.0
5578,NATIONALUM_31-May-2018_97.5_PE,0.0,31.1,31-May-2018,81167.0,0.0
5579,NATIONALUM_31-May-2018_100.0_CE,344000.0,0.15,31-May-2018,81168.0,51600.0
5580,NATIONALUM_31-May-2018_100.0_PE,0.0,33.45,31-May-2018,81169.0,0.0
5581,NATIONALUM_31-May-2018_102.5_CE,48000.0,0.15,31-May-2018,36058.0,7200.0
5582,NATIONALUM_31-May-2018_67.5_CE,8000.0,3.0,31-May-2018,80859.0,24000.0
5583,MUTHOOTFIN_31-May-2018_550.0_CE,1500.0,1.0,31-May-2018,80626.0,1500.0
5584,MUTHOOTFIN_31-May-2018_540.0_PE,0.0,164.1,31-May-2018,80625.0,0.0
5585,MUTHOOTFIN_31-May-2018_320.0_PE,0.0,14.85,31-May-2018,80239.0,0.0
5586,MUTHOOTFIN_31-May-2018_330.0_CE,0.0,64.95,31-May-2018,80307.0,0.0
5587,MUTHOOTFIN_31-May-2018_330.0_PE,0.0,18.1,31-May-2018,80308.0,0.0
5588,MUTHOOTFIN_31-May-2018_340.0_CE,0.0,58.8,31-May-2018,80309.0,0.0
5589,MUTHOOTFIN_31-May-2018_340.0_PE,0.0,21.8,31-May-2018,80310.0,0.0
5590,MUTHOOTFIN_31-May-2018_350.0_CE,0.0,53.1,31-May-2018,80344.0,0.0
5591,MUTHOOTFIN_31-May-2018_350.0_PE,0.0,25.9,31-May-2018,80345.0,0.0
5592,MUTHOOTFIN_31-May-2018_280.0_CE,0.0,101.5,31-May-2018,80230.0,0.0
5593,MUTHOOTFIN_31-May-2018_280.0_PE,0.0,5.65,31-May-2018,80231.0,0.0
5594,MUTHOOTFIN_31-May-2018_290.0_CE,0.0,93.45,31-May-2018,80232.0,0.0
5595,MUTHOOTFIN_31-May-2018_290.0_PE,0.0,7.4,31-May-2018,80233.0,0.0
5596,MUTHOOTFIN_31-May-2018_300.0_CE,0.0,85.75,31-May-2018,80234.0,0.0
5597,MUTHOOTFIN_31-May-2018_300.0_PE,0.0,9.5,31-May-2018,80235.0,0.0
5598,MUTHOOTFIN_31-May-2018_310.0_CE,0.0,78.45,31-May-2018,80236.0,0.0
5599,MUTHOOTFIN_31-May-2018_310.0_PE,0.0,11.95,31-May-2018,80237.0,0.0
5600,MUTHOOTFIN_31-May-2018_320.0_CE,0.0,71.5,31-May-2018,80238.0,0.0
5601,MUTHOOTFIN_31-May-2018_360.0_CE,0.0,47.85,31-May-2018,80588.0,0.0
5602,MUTHOOTFIN_31-May-2018_360.0_PE,0.0,30.4,31-May-2018,80589.0,0.0
5603,MUTHOOTFIN_31-May-2018_370.0_CE,0.0,42.95,31-May-2018,80590.0,0.0
5604,MUTHOOTFIN_31-May-2018_370.0_PE,0.0,35.35,31-May-2018,80591.0,0.0
5605,MUTHOOTFIN_31-May-2018_380.0_CE,0.0,38.45,31-May-2018,80592.0,0.0
5606,MUTHOOTFIN_31-May-2018_380.0_PE,0.0,40.65,31-May-2018,80593.0,0.0
5607,MUTHOOTFIN_31-May-2018_390.0_CE,0.0,34.35,31-May-2018,80594.0,0.0
5608,MUTHOOTFIN_31-May-2018_390.0_PE,0.0,46.35,31-May-2018,80595.0,0.0
5609,MUTHOOTFIN_31-May-2018_400.0_CE,7500.0,46.0,31-May-2018,80596.0,345000.0
5610,MUTHOOTFIN_31-May-2018_400.0_PE,31500.0,6.2,31-May-2018,80597.0,195300.0
5611,MUTHOOTFIN_31-May-2018_410.0_CE,0.0,27.2,31-May-2018,80598.0,0.0
5612,MUTHOOTFIN_31-May-2018_410.0_PE,30000.0,9.4,31-May-2018,80599.0,282000.0
5613,MUTHOOTFIN_31-May-2018_420.0_CE,1500.0,20.75,31-May-2018,80600.0,31125.0
5614,MUTHOOTFIN_31-May-2018_420.0_PE,16500.0,15.5,31-May-2018,80601.0,255750.0
5615,MUTHOOTFIN_31-May-2018_430.0_CE,22500.0,11.65,31-May-2018,80602.0,262125.0
5616,MUTHOOTFIN_31-May-2018_430.0_PE,12000.0,21.2,31-May-2018,80603.0,254400.0
5617,MUTHOOTFIN_31-May-2018_440.0_CE,96000.0,8.05,31-May-2018,80604.0,772800.0000000001
5618,MUTHOOTFIN_31-May-2018_440.0_PE,16500.0,26.5,31-May-2018,80605.0,437250.0
5619,MUTHOOTFIN_31-May-2018_450.0_CE,55500.0,5.85,31-May-2018,80606.0,324675.0
5620,MUTHOOTFIN_31-May-2018_450.0_PE,12000.0,16.55,31-May-2018,80607.0,198600.0
5621,MUTHOOTFIN_31-May-2018_460.0_CE,48000.0,3.45,31-May-2018,80608.0,165600.0
5622,MUTHOOTFIN_31-May-2018_460.0_PE,7500.0,26.0,31-May-2018,80609.0,195000.0
5623,MUTHOOTFIN_31-May-2018_470.0_CE,16500.0,2.15,31-May-2018,80610.0,35475.0
5624,MUTHOOTFIN_31-May-2018_470.0_PE,1500.0,52.1,31-May-2018,80611.0,78150.0
5625,MUTHOOTFIN_31-May-2018_480.0_CE,28500.0,1.65,31-May-2018,80612.0,47025.0
5626,MUTHOOTFIN_31-May-2018_480.0_PE,1500.0,54.0,31-May-2018,80613.0,81000.0
5627,MUTHOOTFIN_31-May-2018_490.0_CE,1500.0,6.0,31-May-2018,80614.0,9000.0
5628,MUTHOOTFIN_31-May-2018_490.0_PE,0.0,119.95,31-May-2018,80615.0,0.0
5629,MUTHOOTFIN_31-May-2018_500.0_CE,10500.0,2.5,31-May-2018,80616.0,26250.0
5630,MUTHOOTFIN_31-May-2018_500.0_PE,0.0,128.55,31-May-2018,80617.0,0.0
5631,MUTHOOTFIN_31-May-2018_510.0_CE,4500.0,1.7,31-May-2018,80618.0,7650.0
5632,MUTHOOTFIN_31-May-2018_510.0_PE,0.0,137.25,31-May-2018,80619.0,0.0
5633,MUTHOOTFIN_31-May-2018_520.0_CE,3000.0,0.5,31-May-2018,80620.0,1500.0
5634,MUTHOOTFIN_31-May-2018_520.0_PE,0.0,146.1,31-May-2018,80621.0,0.0
5635,MUTHOOTFIN_31-May-2018_530.0_CE,0.0,5.75,31-May-2018,80622.0,0.0
5636,MUTHOOTFIN_31-May-2018_530.0_PE,0.0,155.05,31-May-2018,80623.0,0.0
5637,MUTHOOTFIN_31-May-2018_540.0_CE,1500.0,1.0,31-May-2018,80624.0,1500.0
5638,MUTHOOTFIN_31-May-2018_550.0_PE,0.0,173.25,31-May-2018,80627.0,0.0
5639,MRPL_31-May-2018_120.0_CE,103500.0,0.4,31-May-2018,79609.0,41400.0
5640,MRPL_31-May-2018_120.0_PE,0.0,10.8,31-May-2018,79610.0,0.0
5641,MRPL_31-May-2018_122.5_CE,0.0,7.8,31-May-2018,79611.0,0.0
5642,MRPL_31-May-2018_122.5_PE,0.0,12.25,31-May-2018,79612.0,0.0
5643,MRPL_31-May-2018_125.0_CE,0.0,6.9,31-May-2018,79613.0,0.0
5644,MRPL_31-May-2018_125.0_PE,4500.0,16.6,31-May-2018,79614.0,74700.0
5645,MRPL_31-May-2018_127.5_CE,0.0,6.05,31-May-2018,79615.0,0.0
5646,MRPL_31-May-2018_127.5_PE,0.0,15.4,31-May-2018,79616.0,0.0
5647,MRPL_31-May-2018_130.0_CE,0.0,5.35,31-May-2018,79617.0,0.0
5648,MRPL_31-May-2018_130.0_PE,0.0,17.15,31-May-2018,79618.0,0.0
5649,MRPL_31-May-2018_132.5_CE,0.0,4.65,31-May-2018,79619.0,0.0
5650,MRPL_31-May-2018_132.5_PE,0.0,18.95,31-May-2018,79620.0,0.0
5651,MRPL_31-May-2018_135.0_CE,0.0,4.1,31-May-2018,79621.0,0.0
5652,MRPL_31-May-2018_135.0_PE,0.0,20.8,31-May-2018,79622.0,0.0
5653,MRPL_31-May-2018_137.5_CE,0.0,3.55,31-May-2018,79623.0,0.0
5654,MRPL_31-May-2018_137.5_PE,0.0,22.7,31-May-2018,79624.0,0.0
5655,MRPL_31-May-2018_140.0_CE,0.0,3.1,31-May-2018,79625.0,0.0
5656,MRPL_31-May-2018_140.0_PE,0.0,24.7,31-May-2018,79626.0,0.0
5657,MRPL_31-May-2018_142.5_CE,0.0,2.7,31-May-2018,79627.0,0.0
5658,MRPL_31-May-2018_142.5_PE,0.0,26.75,31-May-2018,79628.0,0.0
5659,MRPL_31-May-2018_145.0_CE,0.0,2.35,31-May-2018,79675.0,0.0
5660,MRPL_31-May-2018_145.0_PE,0.0,28.85,31-May-2018,79676.0,0.0
5661,MRPL_31-May-2018_147.5_CE,0.0,2.0,31-May-2018,79677.0,0.0
5662,MRPL_31-May-2018_147.5_PE,0.0,30.95,31-May-2018,79678.0,0.0
5663,MRPL_31-May-2018_150.0_CE,0.0,1.75,31-May-2018,79679.0,0.0
5664,MRPL_31-May-2018_150.0_PE,0.0,33.15,31-May-2018,79680.0,0.0
5665,MRPL_31-May-2018_152.5_CE,0.0,1.5,31-May-2018,79796.0,0.0
5666,MRPL_31-May-2018_152.5_PE,0.0,35.35,31-May-2018,79797.0,0.0
5667,MRPL_31-May-2018_97.5_PE,0.0,2.2,31-May-2018,79459.0,0.0
5668,MRPL_31-May-2018_100.0_CE,31500.0,6.9,31-May-2018,79460.0,217350.0
5669,MRPL_31-May-2018_100.0_PE,166500.0,1.45,31-May-2018,79461.0,241425.0
5670,MRPL_31-May-2018_102.5_CE,13500.0,4.65,31-May-2018,79462.0,62775.00000000001
5671,MRPL_31-May-2018_102.5_PE,13500.0,2.35,31-May-2018,79463.0,31725.0
5672,MRPL_31-May-2018_105.0_CE,63000.0,3.9,31-May-2018,79464.0,245700.0
