SCRIP_CODE,CLOSE,EXPIRY_DT
71858,nan,28-06-2018 
96602,1.55,28-06-2018 
89601,16.0,28-06-2018 
78647,nan,28-06-2018 
54780,0.65,31-05-2018 
91262,nan,28-06-2018 
53171,nan,31-05-2018 
57519,nan,31-05-2018 
101805,103.0,31-05-2018 
63381,0.1,31-05-2018 
72079,nan,28-06-2018 
58011,1.45,28-06-2018 
71349,7.15,31-05-2018 
77686,91.2,31-05-2018 
63438,4.3,31-05-2018 
45518,315.5,26-07-2018 
88534,0.1,31-05-2018 
87845,nan,31-05-2018 
36216,632.0,26-12-2019 
40543,23.9,28-06-2018 
46254,68.5,26-07-2018 
50333,1373.5,31-05-2018 
40167,40.0,24-05-2018 
52230,6.4,31-05-2018 
52982,2.55,31-05-2018 
96378,11.15,28-06-2018 
54714,21.9,31-05-2018 
86939,nan,31-05-2018 
97836,nan,28-06-2018 
68230,2.0,31-05-2018 
100215,9.5,26-07-2018 
48950,114.65,28-06-2018 
60696,nan,28-06-2018 
79778,nan,28-06-2018 
63677,21.1,31-05-2018 
64683,8.35,31-05-2018 
57700,0.4,31-05-2018 
84498,nan,28-06-2018 
97959,7.5,31-05-2018 
67698,0.6,31-05-2018 
67169,4.5,31-05-2018 
96624,nan,28-06-2018 
71979,6.0,31-05-2018 
66024,10.15,28-06-2018 
63937,0.15,31-05-2018 
66604,0.4,31-05-2018 
96909,nan,28-06-2018 
91326,nan,28-06-2018 
53245,235.0,31-05-2018 
59161,3.25,31-05-2018 
35984,3.0,27-12-2018 
59268,nan,28-06-2018 
60586,nan,28-06-2018 
51843,12.45,31-05-2018 
52939,2.9,31-05-2018 
49443,585.0,28-06-2018 
76383,79.2,31-05-2018 
56115,92.8,31-05-2018 
98197,nan,28-06-2018 
54355,nan,31-05-2018 
35031,96.5,31-05-2018 
49072,74.45,28-06-2018 
94820,10.85,28-06-2018 
71125,nan,28-06-2018 
101390,nan,28-06-2018 
48269,2.3,31-05-2018 
57583,0.85,28-06-2018 
90546,nan,28-06-2018 
45524,62.35,26-07-2018 
66019,17.9,28-06-2018 
60826,15.0,31-05-2018 
67769,13.25,31-05-2018 
37891,0.2,31-05-2018 
51893,16.95,31-05-2018 
57654,2.9,31-05-2018 
70758,nan,31-05-2018 
68004,29.9,31-05-2018 
48548,1070.95,28-06-2018 
51527,128.0,31-05-2018 
96416,nan,28-06-2018 
41668,5.5,28-06-2018 
62655,32.45,31-05-2018 
98587,5.75,28-06-2018 
89283,nan,28-06-2018 
64280,0.1,31-05-2018 
48698,737.75,28-06-2018 
58521,17.0,31-05-2018 
63025,88.0,31-05-2018 
89686,nan,28-06-2018 
92904,nan,28-06-2018 
50636,43.25,31-05-2018 
73585,nan,28-06-2018 
72665,16.0,31-05-2018 
65982,3.55,31-05-2018 
57194,13.8,31-05-2018 
58217,637.15,31-05-2018 
79207,nan,28-06-2018 
60577,nan,28-06-2018 
66856,30.0,31-05-2018 
66858,43.6,31-05-2018 
70002,2.35,31-05-2018 
71848,nan,28-06-2018 
103611,nan,28-06-2018 
72748,nan,28-06-2018 
89884,nan,28-06-2018 
80885,27.0,28-06-2018 
38336,3.05,28-06-2018 
54589,26.0,31-05-2018 
67815,0.1,31-05-2018 
66179,nan,31-05-2018 
96283,nan,28-06-2018 
92183,nan,28-06-2018 
98774,nan,28-06-2018 
103057,0.6,31-05-2018 
86278,nan,28-06-2018 
59995,11.25,31-05-2018 
62425,28.35,31-05-2018 
54468,nan,31-05-2018 
94684,nan,31-05-2018 
98881,nan,28-06-2018 
71340,96.35,31-05-2018 
81719,1.85,31-05-2018 
48408,425.5,28-06-2018 
105371,nan,28-06-2018 
56101,nan,31-05-2018 
99087,49.3,31-05-2018 
65295,0.6,31-05-2018 
53651,68.0,31-05-2018 
89348,6.55,28-06-2018 
88915,0.05,31-05-2018 
88527,11.5,31-05-2018 
50377,75.1,31-05-2018 
92245,nan,28-06-2018 
69994,11.75,31-05-2018 
91256,100.0,31-05-2018 
45587,181.35,26-07-2018 
80875,nan,28-06-2018 
86995,0.25,31-05-2018 
87042,20.4,31-05-2018 
94050,1.9,31-05-2018 
55131,136.0,31-05-2018 
97739,21.3,31-05-2018 
56661,20.1,31-05-2018 
60782,nan,31-05-2018 
52986,0.4,31-05-2018 
96124,2.0,31-05-2018 
51506,139.6,31-05-2018 
101812,1.35,31-05-2018 
68023,13.2,31-05-2018 
50525,393.65,31-05-2018 
72441,nan,28-06-2018 
105377,15.5,28-06-2018 
77642,1.75,31-05-2018 
92400,3.75,31-05-2018 
87047,7.15,31-05-2018 
94687,0.2,31-05-2018 
64681,5.05,31-05-2018 
54832,nan,31-05-2018 
97870,nan,28-06-2018 
57745,0.15,31-05-2018 
51197,3.45,31-05-2018 
79067,nan,28-06-2018 
87690,0.05,31-05-2018 
36384,27.65,31-05-2018 
52226,8.55,31-05-2018 
98922,22.8,28-06-2018 
96612,nan,28-06-2018 
102888,3.5,31-05-2018 
59175,nan,28-06-2018 
70945,47.55,31-05-2018 
66022,14.85,28-06-2018 
63659,4.65,31-05-2018 
96100,124.95,31-05-2018 
55121,16.6,31-05-2018 
67424,nan,31-05-2018 
52796,41.65,31-05-2018 
101400,nan,28-06-2018 
77169,nan,28-06-2018 
53014,nan,31-05-2018 
53963,1.2,31-05-2018 
54038,18.3,31-05-2018 
73252,nan,28-06-2018 
71352,8.45,31-05-2018 
89897,nan,28-06-2018 
54704,nan,31-05-2018 
87911,nan,31-05-2018 
98465,nan,28-06-2018 
93541,nan,28-06-2018 
71780,1.5,31-05-2018 
94058,0.4,31-05-2018 
65269,4.95,31-05-2018 
56248,9.2,31-05-2018 
51210,117.0,31-05-2018 
90972,nan,28-06-2018 
36067,19.25,31-05-2018 
69272,9.9,28-06-2018 
101517,19.2,31-05-2018 
88629,0.5,31-05-2018 
66017,6.5,28-06-2018 
51186,37.35,31-05-2018 
99554,260.0,31-05-2018 
97996,0.05,31-05-2018 
45036,nan,24-05-2018 
67766,0.3,31-05-2018 
52234,4.05,31-05-2018 
92965,nan,28-06-2018 
96371,17.0,28-06-2018 
72260,520.0,31-05-2018 
80242,nan,28-06-2018 
97872,nan,28-06-2018 
57836,87.0,31-05-2018 
94814,nan,28-06-2018 
47437,nan,26-12-2019 
70115,158.0,31-05-2018 
90282,1.0,31-05-2018 
70089,26.25,31-05-2018 
98921,34.0,28-06-2018 
99110,55.0,28-06-2018 
69529,11.4,31-05-2018 
72151,nan,28-06-2018 
72422,nan,28-06-2018 
86777,1.85,31-05-2018 
86992,20.35,31-05-2018 
87897,15.4,31-05-2018 
55013,2.8,31-05-2018 
91462,2.1,31-05-2018 
57408,8.05,31-05-2018 
57475,nan,31-05-2018 
62683,2.75,31-05-2018 
68018,nan,28-06-2018 
89200,nan,31-05-2018 
43919,86.85,17-05-2018 
45457,84.35,26-07-2018 
59055,nan,28-06-2018 
53175,nan,31-05-2018 
62087,40.45,31-05-2018 
51374,0.45,31-05-2018 
94064,0.2,31-05-2018 
94815,nan,28-06-2018 
89808,nan,28-06-2018 
85359,0.4,31-05-2018 
56657,nan,31-05-2018 
84488,nan,28-06-2018 
80589,nan,31-05-2018 
95263,8.95,28-06-2018 
103592,nan,28-06-2018 
63662,0.7,31-05-2018 
56157,2.6,31-05-2018 
56608,nan,31-05-2018 
59150,0.5,31-05-2018 
36171,700.1,27-12-2018 
67210,nan,28-06-2018 
69682,0.9,31-05-2018 
82784,nan,28-06-2018 
57746,68.5,31-05-2018 
59095,3.1,31-05-2018 
89325,nan,28-06-2018 
59994,15.95,31-05-2018 
62956,2.15,31-05-2018 
70502,318.0,31-05-2018 
68009,2.8,31-05-2018 
69563,7.4,31-05-2018 
72042,nan,28-06-2018 
83810,nan,28-06-2018 
78651,nan,28-06-2018 
91838,0.55,31-05-2018 
88192,0.1,31-05-2018 
67750,nan,31-05-2018 
61732,nan,31-05-2018 
43815,nan,17-05-2018 
88492,18.3,31-05-2018 
90619,nan,28-06-2018 
64702,nan,31-05-2018 
56268,0.15,31-05-2018 
43688,nan,28-06-2018 
52080,1.2,31-05-2018 
52798,21.0,31-05-2018 
101659,nan,28-06-2018 
70911,14.35,31-05-2018 
60695,2.0,31-05-2018 
61709,31.55,31-05-2018 
79160,nan,28-06-2018 
51591,0.15,31-05-2018 
95232,3.4,31-05-2018 
66973,nan,28-06-2018 
93122,112.2,31-05-2018 
96702,2.65,28-06-2018 
84727,2.05,31-05-2018 
45771,961.5,26-07-2018 
63563,0.1,31-05-2018 
43695,3720.0,28-06-2018 
53076,11.15,31-05-2018 
53090,3.5,31-05-2018 
82787,nan,28-06-2018 
72655,43.65,31-05-2018 
88385,54.4,31-05-2018 
97738,1.1,31-05-2018 
60223,nan,31-05-2018 
42736,nan,28-06-2018 
66613,4.1,31-05-2018 
94894,12.4,31-05-2018 
72635,157.0,31-05-2018 
69743,10.35,31-05-2018 
82863,1.5,28-06-2018 
89635,nan,28-06-2018 
90568,nan,28-06-2018 
80994,nan,28-06-2018 
55489,3.65,31-05-2018 
81142,nan,28-06-2018 
51826,1.6,31-05-2018 
68001,0.5,31-05-2018 
82859,3.5,28-06-2018 
64061,nan,31-05-2018 
39130,18.45,28-06-2018 
65314,1.0,31-05-2018 
100510,nan,26-07-2018 
62640,0.25,31-05-2018 
95884,5.35,31-05-2018 
63271,nan,28-06-2018 
84496,nan,28-06-2018 
85348,nan,31-05-2018 
48729,968.7,28-06-2018 
94891,4.65,31-05-2018 
53978,13.6,31-05-2018 
54324,2.3,31-05-2018 
102107,nan,28-06-2018 
91282,nan,28-06-2018 
67814,3.25,31-05-2018 
94054,0.8,31-05-2018 
66571,nan,31-05-2018 
94817,nan,28-06-2018 
57461,0.3,31-05-2018 
77854,nan,28-06-2018 
92980,1.8,28-06-2018 
67176,0.65,31-05-2018 
99078,4.95,31-05-2018 
89334,nan,28-06-2018 
89596,nan,28-06-2018 
61220,nan,28-06-2018 
65984,6.3,31-05-2018 
97500,nan,28-06-2018 
53150,0.3,31-05-2018 
62501,259.0,31-05-2018 
77963,nan,28-06-2018 
92926,4.5,28-06-2018 
41976,29.5,28-06-2018 
35149,288.0,28-06-2018 
81886,9.0,28-06-2018 
53980,15.5,31-05-2018 
49019,4033.9,28-06-2018 
79681,nan,28-06-2018 
54995,1.5,31-05-2018 
97888,nan,28-06-2018 
68042,nan,28-06-2018 
87696,0.05,31-05-2018 
53161,0.15,31-05-2018 
94892,22.0,31-05-2018 
93504,nan,28-06-2018 
90294,nan,28-06-2018 
45233,60.25,26-07-2018 
87677,0.25,31-05-2018 
52190,64.2,31-05-2018 
60339,0.3,31-05-2018 
71145,nan,28-06-2018 
35007,nan,17-05-2018 
67427,1.8,31-05-2018 
94108,4.0,28-06-2018 
52300,145.3,31-05-2018 
100280,0.95,31-05-2018 
39062,0.1,17-05-2018 
72104,nan,28-06-2018 
89346,7.0,28-06-2018 
89810,16.0,28-06-2018 
97867,66.6,28-06-2018 
82792,0.75,28-06-2018 
88491,7.0,31-05-2018 
79238,nan,28-06-2018 
64068,7.4,31-05-2018 
92255,nan,28-06-2018 
71782,2.35,31-05-2018 
90682,nan,28-06-2018 
78823,28.0,28-06-2018 
78942,nan,28-06-2018 
88067,20.95,31-05-2018 
98417,nan,28-06-2018 
81893,4.15,28-06-2018 
64314,nan,28-06-2018 
95881,40.65,31-05-2018 
98065,nan,28-06-2018 
98451,nan,28-06-2018 
72662,425.0,31-05-2018 
63020,0.8,31-05-2018 
64072,37.0,31-05-2018 
98763,3.8,28-06-2018 
53354,nan,31-05-2018 
59211,nan,28-06-2018 
88707,36.0,31-05-2018 
89189,3.2,31-05-2018 
97865,nan,28-06-2018 
61705,50.0,31-05-2018 
77682,4.1,31-05-2018 
62110,4.15,31-05-2018 
94943,nan,28-06-2018 
101967,0.25,31-05-2018 
91280,nan,28-06-2018 
91339,nan,28-06-2018 
53894,3.95,31-05-2018 
77151,nan,28-06-2018 
41028,19.25,31-05-2018 
96091,1.45,31-05-2018 
56245,1.5,31-05-2018 
60604,13.0,28-06-2018 
39362,421.0,17-05-2018 
50670,1.4,31-05-2018 
71347,6.75,31-05-2018 
73270,nan,28-06-2018 
88846,25.5,31-05-2018 
79329,nan,31-05-2018 
58957,3.0,31-05-2018 
63817,18.75,31-05-2018 
63173,0.35,31-05-2018 
48488,1181.15,28-06-2018 
98825,nan,28-06-2018 
99602,73.5,31-05-2018 
101578,104.1,31-05-2018 
74386,3.7,31-05-2018 
90677,nan,28-06-2018 
92391,6.5,31-05-2018 
80932,nan,28-06-2018 
87682,1.7,31-05-2018 
50272,523.45,31-05-2018 
56177,29.9,31-05-2018 
49499,nan,28-06-2018 
59370,0.2,31-05-2018 
60694,nan,31-05-2018 
46311,339.45,26-07-2018 
48382,124.7,28-06-2018 
89268,nan,28-06-2018 
89981,121.55,31-05-2018 
97653,10.0,28-06-2018 
88526,0.05,31-05-2018 
67082,nan,28-06-2018 
64287,0.05,31-05-2018 
57567,nan,28-06-2018 
60342,78.85,31-05-2018 
90313,nan,28-06-2018 
90566,2.0,28-06-2018 
80944,nan,28-06-2018 
64699,32.8,31-05-2018 
51601,0.6,31-05-2018 
105374,nan,28-06-2018 
72621,464.8,31-05-2018 
48493,79.9,28-06-2018 
55136,4.0,31-05-2018 
93956,nan,28-06-2018 
70540,nan,28-06-2018 
92220,nan,28-06-2018 
101295,7.7,31-05-2018 
43374,127.35,31-05-2018 
72926,nan,28-06-2018 
73511,110.0,31-05-2018 
90939,16.75,31-05-2018 
56259,28.0,31-05-2018 
98380,nan,28-06-2018 
62714,0.25,31-05-2018 
50586,nan,31-05-2018 
95403,nan,28-06-2018 
82320,11.8,28-06-2018 
73410,nan,28-06-2018 
88840,48.0,31-05-2018 
65748,1.95,31-05-2018 
88304,13.0,31-05-2018 
55812,nan,31-05-2018 
56658,7.0,31-05-2018 
87675,0.1,31-05-2018 
77899,nan,28-06-2018 
62770,1.15,28-06-2018 
103061,0.2,31-05-2018 
91287,nan,28-06-2018 
89361,nan,28-06-2018 
72639,105.0,31-05-2018 
35040,108.15,24-05-2018 
98859,nan,28-06-2018 
52641,180.0,31-05-2018 
53977,0.4,31-05-2018 
45624,nan,26-07-2018 
79986,nan,28-06-2018 
63534,1.05,31-05-2018 
65746,3.25,31-05-2018 
97980,3.1,28-06-2018 
49554,nan,28-06-2018 
96219,nan,28-06-2018 
73496,nan,28-06-2018 
102065,25.5,31-05-2018 
52083,nan,31-05-2018 
90598,nan,28-06-2018 
93435,26.65,31-05-2018 
94244,11.3,31-05-2018 
87656,3.0,31-05-2018 
87689,22.5,31-05-2018 
57744,59.85,31-05-2018 
59882,16.45,31-05-2018 
61215,nan,31-05-2018 
61965,39.0,31-05-2018 
40728,160.0,27-12-2018 
96845,48.0,31-05-2018 
101515,19.5,31-05-2018 
61816,1.7,31-05-2018 
88590,0.05,31-05-2018 
72637,126.4,31-05-2018 
67770,0.25,31-05-2018 
69303,10.75,31-05-2018 
69290,nan,28-06-2018 
88852,6.0,31-05-2018 
97893,nan,28-06-2018 
59300,nan,28-06-2018 
72061,0.45,31-05-2018 
65758,1.0,31-05-2018 
95890,2.45,31-05-2018 
62752,2.3,31-05-2018 
90242,nan,28-06-2018 
81230,nan,28-06-2018 
55849,0.95,31-05-2018 
62097,13.8,31-05-2018 
64285,0.05,31-05-2018 
88520,0.3,31-05-2018 
64060,0.9,31-05-2018 
60588,nan,28-06-2018 
60593,nan,28-06-2018 
39856,3175.95,31-05-2018 
51752,5.5,31-05-2018 
67433,4.55,31-05-2018 
50395,244.0,31-05-2018 
53074,5.75,31-05-2018 
101371,19.5,31-05-2018 
59169,nan,28-06-2018 
73271,nan,28-06-2018 
63262,7.5,28-06-2018 
93651,nan,31-05-2018 
96741,0.65,28-06-2018 
79149,nan,28-06-2018 
98875,nan,28-06-2018 
98889,nan,28-06-2018 
95264,3.35,28-06-2018 
81507,10.15,31-05-2018 
105364,nan,28-06-2018 
62786,nan,28-06-2018 
91276,nan,28-06-2018 
58934,1.1,31-05-2018 
60818,7.0,31-05-2018 
84495,nan,28-06-2018 
43906,0.35,17-05-2018 
63280,2.75,31-05-2018 
99094,nan,28-06-2018 
103950,nan,28-06-2018 
56186,1.15,31-05-2018 
98934,nan,28-06-2018 
67382,0.05,31-05-2018 
90514,2.6,31-05-2018 
64271,nan,28-06-2018 
54707,64.0,31-05-2018 
98050,nan,28-06-2018 
57650,7.3,31-05-2018 
57678,50.5,31-05-2018 
60214,11.0,31-05-2018 
88501,nan,31-05-2018 
83504,3.05,28-06-2018 
51831,5.1,31-05-2018 
70797,nan,26-07-2018 
89341,2.65,28-06-2018 
88928,0.05,31-05-2018 
51179,54.0,31-05-2018 
57412,22.75,31-05-2018 
89356,1.75,28-06-2018 
59857,nan,31-05-2018 
64871,3.15,31-05-2018 
88208,0.05,31-05-2018 
60177,nan,31-05-2018 
49751,967.7,28-06-2018 
93121,nan,31-05-2018 
88721,103.35,31-05-2018 
50195,60.45,31-05-2018 
96761,nan,28-06-2018 
93291,nan,28-06-2018 
80591,nan,31-05-2018 
68734,nan,28-06-2018 
50472,29.9,31-05-2018 
64312,nan,28-06-2018 
50309,254.45,31-05-2018 
48487,281.65,28-06-2018 
58203,160.0,31-05-2018 
61759,0.05,31-05-2018 
54854,0.8,31-05-2018 
68021,10.0,31-05-2018 
53970,0.55,31-05-2018 
70853,5.35,31-05-2018 
76515,nan,28-06-2018 
93855,nan,31-05-2018 
94243,1.35,31-05-2018 
98362,nan,28-06-2018 
98909,nan,28-06-2018 
105262,nan,28-06-2018 
93532,nan,28-06-2018 
50192,5356.5,31-05-2018 
52468,18.4,31-05-2018 
92603,nan,28-06-2018 
43350,7.9,31-05-2018 
55463,23.5,31-05-2018 
36905,nan,31-05-2018 
94959,nan,28-06-2018 
80339,nan,26-07-2018 
63186,1.45,31-05-2018 
50665,1.75,31-05-2018 
98580,nan,28-06-2018 
90260,nan,28-06-2018 
66014,nan,28-06-2018 
55249,45.55,31-05-2018 
67719,0.4,31-05-2018 
96225,4.0,28-06-2018 
71498,36.6,31-05-2018 
61269,nan,28-06-2018 
91252,nan,31-05-2018 
45520,nan,26-07-2018 
94704,0.05,31-05-2018 
51600,2.45,31-05-2018 
55440,nan,31-05-2018 
98903,nan,28-06-2018 
87518,nan,31-05-2018 
43909,349.85,17-05-2018 
70071,0.95,31-05-2018 
54314,9.5,31-05-2018 
62883,nan,28-06-2018 
87204,0.25,31-05-2018 
95620,7.55,31-05-2018 
52431,194.05,31-05-2018 
52078,2.0,31-05-2018 
53085,37.8,31-05-2018 
105232,14.0,28-06-2018 
97502,nan,28-06-2018 
98043,nan,28-06-2018 
101071,13.85,31-05-2018 
40772,nan,28-06-2018 
71395,32.3,31-05-2018 
92878,0.95,31-05-2018 
68254,52.15,31-05-2018 
68318,1.2,31-05-2018 
52644,105.1,31-05-2018 
52995,50.0,31-05-2018 
45643,26.7,26-07-2018 
90442,nan,28-06-2018 
87768,7.1,31-05-2018 
62500,7.9,31-05-2018 
82783,nan,28-06-2018 
76409,nan,28-06-2018 
50326,512.0,31-05-2018 
48401,35.6,28-06-2018 
94440,0.25,31-05-2018 
59308,16.05,31-05-2018 
63228,nan,31-05-2018 
77753,nan,28-06-2018 
84477,nan,28-06-2018 
97771,nan,31-05-2018 
71124,nan,28-06-2018 
90973,nan,28-06-2018 
51773,0.1,31-05-2018 
88532,0.8,31-05-2018 
55454,26.4,31-05-2018 
61463,424.0,27-12-2018 
55813,4.55,31-05-2018 
60791,nan,28-06-2018 
92182,nan,28-06-2018 
96601,0.75,28-06-2018 
53742,136.0,31-05-2018 
89611,nan,28-06-2018 
57410,16.75,31-05-2018 
94694,0.7,31-05-2018 
99608,nan,31-05-2018 
64873,2.0,31-05-2018 
81870,0.8,28-06-2018 
52554,nan,31-05-2018 
98750,17.0,28-06-2018 
52250,0.5,31-05-2018 
89259,nan,28-06-2018 
73616,nan,28-06-2018 
43340,nan,31-05-2018 
48818,135.0,28-06-2018 
92760,15.4,31-05-2018 
54792,0.65,31-05-2018 
97399,nan,28-06-2018 
92816,nan,28-06-2018 
92880,0.3,31-05-2018 
88544,nan,31-05-2018 
99598,32.9,31-05-2018 
102889,15.6,31-05-2018 
38424,1615.7,31-05-2018 
98053,nan,28-06-2018 
91678,nan,28-06-2018 
70463,nan,28-06-2018 
49188,626.35,28-06-2018 
40012,nan,31-05-2018 
51524,9.0,31-05-2018 
59990,18.0,31-05-2018 
83047,nan,28-06-2018 
102122,nan,28-06-2018 
67521,nan,26-07-2018 
52088,0.3,31-05-2018 
69288,nan,28-06-2018 
95412,nan,28-06-2018 
103254,145.0,28-06-2018 
45531,315.2,26-07-2018 
94052,1.15,31-05-2018 
65313,16.0,31-05-2018 
79240,nan,28-06-2018 
53151,13.9,31-05-2018 
53863,nan,31-05-2018 
89244,nan,28-06-2018 
58963,nan,28-06-2018 
61836,114.75,31-05-2018 
93174,nan,28-06-2018 
43816,nan,17-05-2018 
70779,nan,28-06-2018 
72461,nan,28-06-2018 
90286,1.0,31-05-2018 
87180,1.6,31-05-2018 
45386,82.3,26-07-2018 
94345,22.0,31-05-2018 
56917,3.05,31-05-2018 
61815,105.0,31-05-2018 
62751,12.25,31-05-2018 
88713,54.5,31-05-2018 
91705,nan,28-06-2018 
79860,nan,28-06-2018 
63319,nan,28-06-2018 
50498,142.2,31-05-2018 
63219,nan,31-05-2018 
76376,14.45,31-05-2018 
96269,11.4,28-06-2018 
102117,nan,28-06-2018 
65697,146.0,31-05-2018 
70063,1.0,31-05-2018 
57400,1.0,31-05-2018 
50656,339.0,31-05-2018 
52071,5.9,31-05-2018 
59463,1.5,28-06-2018 
60157,28.75,28-06-2018 
63857,nan,28-06-2018 
79484,nan,28-06-2018 
46389,nan,26-07-2018 
85349,nan,31-05-2018 
69488,0.15,31-05-2018 
93959,nan,28-06-2018 
101069,13.0,31-05-2018 
87833,3.9,31-05-2018 
55839,20.8,31-05-2018 
65233,44.5,31-05-2018 
66615,2.65,31-05-2018 
66632,660.0,28-06-2018 
46284,nan,26-07-2018 
93870,7.75,31-05-2018 
72137,nan,28-06-2018 
90944,4.05,31-05-2018 
97883,14.0,31-05-2018 
99589,nan,31-05-2018 
94701,7.8,31-05-2018 
51816,nan,31-05-2018 
67225,18.0,28-06-2018 
53700,68.6,31-05-2018 
73579,nan,28-06-2018 
89906,100.0,28-06-2018 
61261,nan,28-06-2018 
90304,22.0,28-06-2018 
63529,57.95,31-05-2018 
87526,1.95,31-05-2018 
51175,nan,31-05-2018 
87772,4.6,31-05-2018 
